file;n_useful_islands
RJS-702_3056.0_c1.jpg;0
RJS-702_3080.0_c1.jpg;2
RJS-702_3096.3_c1.jpg;0
RJS-702_3131.5_c1.jpg;0
RJS-702_3131.65_c1.jpg;0
RJS-702_3137.5_c1.jpg;0
RJS-702_3144.15_c1.jpg;0
RJS-702_3157.15_c1.jpg;0
RJS-702_3186.3_c1.jpg;1
RJS-702_3193.0_c1.jpg;0
RJS-702_3238.0_c1.jpg;0
